"","start_date_b","end_date_b","status_b","ip_address_b","progress_b","duration_in_seconds_b","finished_b","recorded_date_b","response_id_b","recipient_last_name_b","recipient_first_name_b","recipient_email_b","external_reference_b","location_latitude_b","location_longitude_b","distribution_channel_b","user_language_b","consent_b","consent_t_first_click_b","consent_t_last_click_b","consent_t_page_submit_b","consent_t_click_count_b","id","sns1_b","sns2_b","sns3_b","sns4_b","sn_sp1_first_click_b","sn_sp1_last_click_b","sn_sp1_page_submit_b","sn_sp1_click_count_b","sn_sp2_first_click_b","sn_sp2_last_click_b","sn_sp2_page_submit_b","sn_sp2_click_count_b","sns5_b","sns6_b","sns7_b","sns8_b","nfc1_b","nfc2_b","nfc3_b","nfc4_b","nfc5_b","nfc6_b","q119_first_click_b","q119_last_click_b","q119_page_submit_b","q119_click_count_b","ccr1_b","ccr2_b","ccr3_b","ccr4_b","ccr5_b","ccr6_b","q127_first_click_b","q127_last_click_b","q127_page_submit_b","q127_click_count_b","nse1_b","nse2_b","nse3_b","nse4_b","nse5_b","nse6_b","q120_first_click_b","q120_last_click_b","q120_page_submit_b","q120_click_count_b","q22_b","q47_b","q3_b","q65_b","q37_b","q49_b","q4a_b","q66_b","q40_b","q25_b","q10_b","q2a_b","q2b_b","q18_b","q4b_b","q121_first_click_b","q121_last_click_b","q121_page_submit_b","q121_click_count_b","onsac_b","q122_first_click_b","q122_last_click_b","q122_page_submit_b","q122_click_count_b","math_conf_b","math_place_1_b","rav_training_b","q123_first_click_b","q123_last_click_b","q123_page_submit_b","q123_click_count_b","ravens_rt_first_click_b","ravens_rt_last_click_b","ravens_rt_page_submit_b","ravens_rt_click_count_b","ravens1_b","ravens2_b","ravens3_b","ravens4_b","ravens5_b","ravens6_b","ravens7_b","ravens8_b","ravens9_b","ravens10_b","rav_conf_b","rav_place_1_b","vocabp_b","vocab_test_p1_time_first_click_b","vocab_test_p1_time_last_click_b","vocab_test_p1_time_page_submit_b","vocab_test_p1_time_click_count_b","vocab_test_p1_4_b","vocab_test_p1_8_b","vocab_test_p1_10_b","vocab_test_p1_11_b","vocab_test_p1_12_b","vocab_test_p1_15_b","vocab_test_p2_19_b","vocab_test_p2_22_b","vocab_test_p2_25_b","vocab_test_p2_26_b","vocab_test_p2_33_b","vocab_test_p2_36_b","vocab_conf_b","vocab_place_1_b","verb_log_ac_b","verb_log1_b","verb_log2_b","verb_log3_b","verb_log4_b","q124_first_click_b","q124_last_click_b","q124_page_submit_b","q124_click_count_b","verb_conf_b","verb_place_1_b","pk1_b","q125_first_click_b","q125_last_click_b","q125_page_submit_b","q125_click_count_b","pk2_b","pk3_b","pk4_b","pk5_b","q126_first_click_b","q126_last_click_b","q126_page_submit_b","q126_click_count_b","p_kconf_b","q215_1_b","aot1_b","aot2_b","aot4_b","aot5_b","aot6_b","aot7_b","q128_first_click_b","q128_last_click_b","q128_page_submit_b","q128_click_count_b","v1_b","v2_1_b","v2_4_b","v2_5_b","v2_6_b","v2_7_b","v2_8_b","v2_9_b","v2_11_b","v2_10_b","v2_10_text_b","v3_b","v4_b","v5_1_b","v5_10_b","v5_4_b","v5_5_b","v5_6_b","v5_7_b","v5_8_b","v5_11_b","v5_9_b","v5_9_text_b","v6_b","v7_1_b","v7_4_b","v7_5_b","v7_6_b","v8_b","v10_b","v11_b","v12_b","v13_b","flutimes_b","dem_age_b","dem_gender_1_b","dem_gender_2_b","dem_gender_5_b","dem_gender_3_b","dem_gender_4_b","dem_gender_3_text_b","dem_race_1_b","dem_race_2_b","dem_race_3_b","dem_race_4_b","dem_race_5_b","dem_race_6_b","dem_race_7_b","dem_race_8_b","dem_race_9_b","dem_race_8_text_b","dem_lang_b","dem_ed_b","dem_zip_b","dem_h_hnum_b","dem_inc_b","dem_annes_id_b","dem_annes_id2_b","dem_annes_party_b","dem_annes_party_4_text_b","dem_annes_party_str_b","dem_annes_party_lean_b","dem_cheat_8_b","dem_cheat_10_b","dem_cheat_11_b","dem_cheat_9_b","dem_conf_b","dem_meta_info_browser_b","dem_meta_info_version_b","dem_meta_info_operating_system_b","dem_meta_info_resolution_b","worker_id_b","num_score_b","numz_b","num_rank_b"
"488","8/16/21 17:26","8/16/21 17:52","0","108.41.243.87","100","1529","1","8/16/21 17:52","R_3D6dAssPZNLtLjE","","","","","40.67129517","-73.89430237","anonymous","EN","1","5.515","297.096","298.793","3","A2BK9RMC0NOIH8","4","5","5","5","1.017","15.953","16.944","16","33.814","72.891","74.293","16","6","6","6","6","14","14","11","12","14","14","0.552","22.516","23.771","26","1","4","11","3","1","7","0.958","11.568","12.492","10","6","6","6","6","1","5","1.108","22.745","23.987","27","110","267","","14","","25","","","","","","","","","","","","","","5","24.009","24.009","28.327","1","2","50","4","2.188","22.018","31.759","9","0.836","164.521","180.008","10","1","1","1","1","1","1","0","","","","4","60","1","1.282","86.763","88.142","30","0","0","0","0","0","0","0","1","1","0","0","0","2","40","1","2","3","1","2","2.199","69.831","78.047","22","5","80","16","0.964","6.602","8.53","4","6","1","1","1","0.538","19.849","21.482","17","4","100","4","5","2","1","1","2","2.175","29.308","32.41","24","2","","1","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","6","5","5","","0","39","1","","","","","","","1","","","","","","","","","1","3","11236","2","8","7","","2","","1","","","","","1","","Chrome","92.0.4515.131","Windows NT 10.0","1600x900","A2BK9RMC0NOIH8","3","-1.058","14.50%"
"489","8/16/21 17:32","8/16/21 17:52","0","47.26.183.62","100","1224","1","8/16/21 17:52","R_2uHG9Cj0PsS15eD","","","","","45.2644043","-85.22450256","anonymous","EN","1","7.855","8.927","10.09","2","A2LAWUYEMWODHH","4","5","4","4","2.237","15.519","16.615","6","5.451","38.914","39.675","6","5","4","4","6","14","14","11","12","14","14","2.718","55.212","56.161","8","11","9","2","7","9","4","12.255","15.191","16.647","2","6","5","6","6","2","5","2.27","17.558","18.356","9","90","","120","","","","","","","","18","","","","4","10.403","10.403","51.042","1","5","5.462","5.462","10.753","1","3","60","4","7.691","21.981","23.167","3","20.66","172.407","180.033","16","1","1","1","1","0","1","0","0","","","6","61","1","11.334","83.735","85.123","19","1","0","0","0","0","0","0","1","1","0","1","1","7","65","1","2","3","3","1","6.612","68.525","69.998","12","3","65","16","1.981","1.981","3.218","1","6","2","1","2","1.597","31.477","32.267","7","3","50","5","4","2","4","2","3","4.01","48.982","50.176","9","1","","","","","","","","","","","4","1","","","","","","","","","","","4","","","","1","8","4","4","6","1","8","34","","","1","","","","1","1","","","","","","","","","1","4","49720","4","8","3","","1","","1","","","","","1","","Chrome","92.0.4515.131","Windows NT 10.0","1600x900","A2LAWUYEMWODHH","6","0.843","80.04%"
"490","8/16/21 17:12","8/16/21 17:52","0","68.170.202.205","100","2424","1","8/16/21 17:52","R_2sYM1W6MHyVz0j0","","","","","39.45599365","-82.22989655","anonymous","EN","1","230","230","406.098","1","A1FHKK0RU69RU","3","4","5","5","11.6","28.218","30.185","6","6.218","57.676","58.931","5","4","5","6","5","14","13","14","12","14","14","6.148","64.856","65.612","10","8","7","5","4","7","6","8.414","16.25","25.465","2","3","5","5","6","3","4","7.689","48.176","52.113","10","90","","90","","","","","","","","12","","","16","","18.272","18.272","49.192","1","5","15.126","15.126","24.42","1","2","40","4","60.45","60.45","62.542","1","21.658","114.408","180.04","10","1","1","1","1","1","","","","","","5","62","1","13.314","119.329","120.12","17","0","0","1","1","0","0","0","1","1","0","1","1","8","69","1","2","3","1","3","38.911","247.803","248.955","12","4","51","16","4.403","4.403","6.13","1","6","1","1","1","4.864","32.523","35.154","8","4","80","5","6","2","6","3","2","39.873","95.976","97.893","9","1","","","","","","","","","","","4","1","","","","","","","","","","","4","","","1","","6","7","4","4","","1","59","","","1","","","","1","","","","","","","","","","1","3","45701","1","5","5","","3","","","1","","","","1","No, I understood the tasks. But I realize I'm not as good at fractions and logic problems as I used to be! (Old age? Sigh). I hope to participate in future studies. Thank you.","Chrome","92.0.4515.130","CrOS x86_64 13982.69.0","1092x614","A1FHKK0RU69RU","5","-0.113","45.50%"
"491","8/16/21 17:19","8/16/21 17:52","0","71.206.16.17","100","1984","1","8/16/21 17:52","R_3M5wI1hSFZOAJrD","","","","","38.76780701","-75.29779816","anonymous","EN","1","106.476","106.476","107.774","1","A3GO56JAHRU2Y1","5","5","5","6","3.561","11.89","14.585","4","4.791","22.823","25.408","4","5","6","6","5","13","14","12","12","15","13","2.45","30.477","35.036","6","10","9","2","4","10","6","4.478","12.703","18.32","2","7","7","6","5","3","4","5.212","37.724","44.87","8","90","","60","","","","","","","","18","","","","4","258.133","258.133","312.388","1","5","3.871","3.871","17.216","1","3","38","4","67.618","67.618","70.73","1","16.465","142.368","180.018","10","0","1","1","0","0","0","1","1","0","1","3","20","1","8.337","77.992","120.013","9","","1","1","","0","0","1","1","1","1","","1","5","27","1","3","3","1","2","38.781","110.987","112.885","5","3","21","15","2.262","2.262","4.061","1","6","1","1","1","2.442","44.545","106.459","4","2","25","5","6","2","2","2","2","8.307","32.875","34.02","6","1","","","","","","","","","","","1","1","","","","","","","","","","","4","","","","1","8","5","4","6","1","10","69","","","1","","","","1","","","","","","","","","","1","6","19968","1","14","4","2","3","","","2","","","","1","","Chrome","92.0.4515.131","Windows NT 10.0","1536x864","A3GO56JAHRU2Y1","6","0.843","80.04%"
"492","8/16/21 17:36","8/16/21 17:52","0","96.58.8.22","100","958","1","8/16/21 17:52","R_2bTT2AJ0waOWnMz","","","","","28.01089478","-82.49479675","anonymous","EN","1","2.987","3.325","5.028","2","AUFUUD4WG9CVO","4","6","6","6","2.517","5.588","6.128","5","1.387","7.902","8.501","4","4","4","4","5","15","12","11","14","11","13","3.696","10.988","11.578","7","11","10","1","2","11","9","1.937","3.252","5.056","2","5","7","6","3","4","4","2.789","9.256","109.466","6","60","268","","","20","","","","","80","","","","","","","","","","5","1.949","2.202","82.86","2","5","70","4","8.539","8.539","74.575","1","2.701","176.222","180.122","13","1","1","1","1","0","1","1","1","1","1","9","86","1","2.961","58.291","63.11","14","1","1","1","1","0","0","1","1","1","1","1","1","12","100","1","2","3","1","2","4.177","25.523","26.277","5","5","100","17","2.081","2.714","2.929","2","6","3","1","1","0.91","12.713","13.771","4","4","100","1","7","1","1","4","1","3.738","10.324","11.14","6","1","","","","","","","","","","","1","1","","","","","","","","","","","5","","","","1","8","1","1","6","4","0","30","1","","","","","","1","","","","","","","","","","1","5","33624","0","1","1","","1","","1","","","","","1","No I fully understood everything","Chrome","92.0.4515.131","Windows NT 10.0","1920x1080","AUFUUD4WG9CVO","5","0.067","52.67%"
"493","8/16/21 17:41","8/16/21 17:53","0","97.84.231.16","100","682","1","8/16/21 17:53","R_2TnQZeLza7aWLWR","","","","","42.81230164","-86.14209747","anonymous","EN","1","3.478","3.478","4.265","1","A3UN1F1EOHKKE6","5","6","6","6","1.789","7.381","9.961","6","1.751","8.903","9.816","4","6","6","6","6","13","13","13","13","13","13","1.579","10.178","11.882","6","11","9","2","3","11","10","2.14","3.236","4.238","2","7","7","7","5","1","7","2.555","13.282","14.736","8","100","268","","","20","","","","","80","","","","","","","","","","5","3.814","3.814","7.057","1","5","90","4","10.15","16.241","17.794","2","8.393","172.111","180.02","12","1","1","1","1","1","1","1","1","1","1","9","90","1","3.511","66.727","67.436","13","0","1","1","0","0","0","1","1","1","1","1","1","9","67","1","3","3","1","1","4.573","51.589","53.288","5","3","50","17","1.128","1.128","2.177","1","6","1","1","1","1.564","13.059","14.034","5","4","75","5","7","1","2","2","1","5.059","18.139","18.981","6","1","","","","","","","","","","","5","","","","","","","","","","","","4","","","","1","8","4","1","6","1","10","39","1","","","","","","1","","","","","","","","","","1","3","49423","0","4","1","","1","","1","","","","","1","","Firefox","91","Windows NT 10.0","1536x864","A3UN1F1EOHKKE6","5","0.067","52.67%"
"494","8/16/21 17:40","8/16/21 17:53","0","163.116.138.118","100","756","1","8/16/21 17:53","R_1mQyuhLCod92Bb8","","","","","47.61439514","-122.344696","anonymous","EN","1","6.676","7.331","8.122","2","AYTH0E5PUXWX8","5","5","5","5","1.786","5.694","6.339","6","1.618","11.386","11.95","7","5","6","6","6","14","14","12","12","14","14","1.785","9.563","10.392","8","10","10","1","3","11","10","1.24","3.098","3.834","2","6","6","6","6","2","6","1.292","12.416","13.055","13","90","","84","","","","25","","","","","","20","","","63.712","63.712","66.756","1","5","1.956","1.956","5.016","1","5","90","4","11.555","12.94","16.782","2","0.505","142.4","180.014","15","1","1","1","1","1","1","1","","","","6","70","1","13.433","74.783","75.574","19","1","0","0","1","0","0","1","1","1","1","1","1","6","50","1","2","3","1","1","3.79","35.544","36.498","10","3","50","17","1.542","1.542","2.201","1","6","3","1","1","0.892","10.825","11.458","7","4","90","6","6","2","3","2","2","3.593","13.879","14.99","10","1","","","","","","","","","","","1","1","","","","","","","","","","","5","","","1","","8","1","1","6","1","7","28","1","","","","","","1","","","1","","","","","","","1","6","98109","1","11","2","","1","","1","","","","","1","","Chrome","92.0.4515.131","Windows NT 10.0","1536x864","AYTH0E5PUXWX8","9","2.213","98.66%"
"495","8/16/21 17:25","8/16/21 17:53","0","96.231.116.84","100","1639","1","8/16/21 17:53","R_CmHaZsQbAFapWud","","","","","38.76789856","-77.45339966","anonymous","EN","1","4.884","4.884","5.659","1","A3A6IHRYUR9STO","5","6","6","6","2.796","12.237","17.68","7","5.705","24.318","25.034","4","5","5","5","5","14","12","14","12","14","14","4.824","39.229","44","7","8","10","3","3","10","6","3.531","7.779","8.716","2","6","7","6","6","2","6","6.509","22.436","23.616","7","50","268","","","20","","","","","80","","","","","","","","","","5","7.361","7.361","12.949","1","2","30","4","33.778","33.778","35.832","1","3.082","158.486","180.028","8","1","1","1","1","0","1","0","0","","","3","20","1","6.533","75.434","76.382","14","0","1","0","1","0","0","0","1","1","0","1","0","3","30","1","1","3","3","2","28.248","64.68","67.284","5","4","75","15","2.861","2.861","3.824","1","2","4","1","2","4.502","150.624","151.756","10","3","80","6","6","2","3","2","1","6.298","24.77","25.68","7","2","","1","","","","","1","","","","","","","","","","","","","","","","4","","","","1","8","6","4","4","","1","33","1","","","","","","1","","","","","","","","","","1","3","20112","3","7","5","","3","","","1","","","","1","","Edge","92.0.902.73","Windows NT 6.1","1600x900","A3A6IHRYUR9STO","5","0.067","52.67%"
"496","8/16/21 17:27","8/16/21 17:53","0","208.68.247.151","100","1521","1","8/16/21 17:53","R_2VeVVdxMqbULLiV","","","","","37.75100708","-97.8219986","anonymous","EN","1","148.212","148.212","148.973","1","A3I0ITCG0HKFFZ","3","4","5","6","7.863","14.995","16.446","10","10.482","17.593","18.321","9","6","6","6","6","13","12","13","13","11","13","145.929","153.868","154.5","6","10","11","2","4","11","6","15.446","19.24","19.561","5","5","6","5","5","5","4","25.319","35.409","36.502","9","90","","60","","","","","","","","18","","","","4","0.459","34.971","37.124","3","5","2.82","2.82","6.597","1","3","55","4","101.342","115.304","117.48","2","0.741","179.487","180.013","19","1","1","1","","0","1","","","","","5","50","1","14.794","88.844","90.648","24","0","0","0","1","0","0","1","1","1","1","1","1","9","70","1","3","3","1","2","4.602","54.254","56.005","10","4","60","16","1.326","1.83","3.026","2","6","6","1","1","0.715","18.156","18.44","8","3","60","6","7","1","4","1","1","4.394","19.244","20.001","12","1","","","","","","","","","","","4","1","","","","","","","","","","","7","","","","1","8","1","4","6","1","6","39","","","1","","","","","","","1","","","","","","","1","5","95818","3","12","2","","1","","1","","","","","1","","Chrome","91.0.4472.164","Windows NT 10.0","1366x768","A3I0ITCG0HKFFZ","6","0.843","80.04%"
"497","8/16/21 17:35","8/16/21 17:53","0","73.28.132.137","100","1044","1","8/16/21 17:53","R_3fUlj4PzmeBSY83","","","","","27.24000549","-82.47550201","anonymous","EN","1","12.702","14.451","16.186","2","A3MJSYSWX0Q4WQ","1","2","5","6","4.7","14.307","16.601","5","9.8","27.073","28.567","6","5","6","6","4","15","15","11","11","15","15","3.758","19.061","20.807","8","11","11","7","1","6","9","10.174","15.893","17.815","3","1","2","2","4","7","1","8.921","31.258","34.128","8","65","250","","14","","25","","","","","","","","","","","","","","5","6.354","6.354","9.74","1","3","0","4","12.255","42.867","44.416","5","7.957","170.962","180.025","18","0","1","0","1","0","0","1","","","","2","0","1","6.703","71.948","73.635","16","1","1","0","1","1","0","1","1","1","1","1","1","12","60","1","3","3","1","1","13.672","84.158","85.907","9","5","55","17","2.7","5.336","6.662","2","6","6","1","1","3.797","24.876","26.875","6","3","65","6","6","2","3","5","2","7.521","31.521","33.161","9","2","","1","","","","","1","","","","","","","","","","","","","","","","4","","","","1","6","5","4","4","","0","69","","","1","","","","1","","","","","","","","","","1","6","34231","1","6","6","","1","","2","","","","","1","no","Chrome","92.0.4515.131","Windows NT 10.0","1366x768","A3MJSYSWX0Q4WQ","3","-1.058","14.50%"
"498","8/16/21 17:32","8/16/21 17:53","0","24.166.213.134","100","1270","1","8/16/21 17:53","R_TtPdQjpeQKQNEIN","","","","","37.01899719","-86.4536972","anonymous","EN","1","9.165","32.566","34.125","2","A3CFNUD7VR2E1E","4","6","6","6","3.6","17.047","18.301","6","5.659","25.43","26.716","7","6","6","6","6","14","14","12","12","14","14","5.5","28.545","29.85","10","4","8","6","4","6","5","5.64","19.393","21.498","4","5","7","6","6","3","5","4.319","31.4","32.717","11","90","","60","","","","","","","","12","","","16","","36.91","36.91","40.856","1","5","9.7","9.7","13.16","1","3","61","4","36.273","62.61","63.968","5","18.974","161.38","180.038","16","1","1","1","0","0","0","0","0","","","3","31","1","4.106","116.381","120.12","23","0","0","0","0","0","0","0","1","1","","","","3","30","1","1","3","4","1","6.491","82.192","83.181","12","5","60","17","6.568","7.582","8.9","2","4","1","1","1","4.799","34.473","36.101","7","3","81","4","6","2","3","4","3","6.921","42.246","43.401","10","2","","1","","","","","","","","","","","","","","","","","","","","","6","","","","1","7","8","5","6","4","0","35","","","1","","","","1","","","","","","","","","","1","3","42101","2","8","6","","2","","1","","","","","1","no","Chrome","91.0.4472.167","CrOS x86_64 13904.97.0","1366x768","A3CFNUD7VR2E1E","5","-0.113","45.50%"
"499","8/16/21 17:32","8/16/21 17:53","0","99.105.80.78","100","1284","1","8/16/21 17:53","R_2rORTYsLTt5y5Ue","","","","","41.38609314","-81.73709869","anonymous","EN","1","1.482","17.201","18.411","7","A8KDSIY4KBYR4","6","6","6","6","3.73","18.482","19.937","12","6.946","25.328","26.132","10","6","6","6","6","15","14","12","11","15","15","4.626","33.674","34.765","12","10","11","11","10","6","1","5.672","23.162","23.898","10","6","6","6","5","4","5","4.376","35.983","38.941","22","85","268","","","20","","","","","200","","","","","","","","","","5","1.009","13.398","17.02","12","2","50","4","8.089","33.222","34.454","11","5.233","177.85","180.022","51","1","1","1","0","1","1","0","0","1","1","4","50","1","2.724","119.88","120.116","64","0","0","0","1","1","0","0","1","1","1","1","1","5","50","1","1","3","2","2","1.857","81.862","84.363","38","3","50","15","4.48","4.48","5.487","1","6","4","1","1","5.628","23.427","24.558","8","2","50","5","6","2","2","5","2","6.958","29.301","30.267","17","2","","1","","","","","","1","","","","","","","","","","","","","","","6","","","","1","7","4","9","4","","0","70","","","1","","","","1","","","","","","","","","","1","5","44130","1","3","6","","1","","2","","","","","1","I did not have any problems.","Safari iPhone","14.1.2","iPhone","414x896","A8KDSIY4KBYR4","4","-0.523","30.05%"
"500","8/16/21 17:32","8/16/21 17:53","0","72.201.147.79","100","1239","1","8/16/21 17:53","R_3ozjLSYVoyEn6QI","","","","","31.35249329","-109.540802","anonymous","EN","1","35.232","35.232","35.789","1","A1VJAEPNA6YARO","4","4","4","5","51.44","56.032","56.823","4","4.767","19.271","20.173","4","6","4","4","6","15","15","11","11","15","15","1.603","10.674","13.246","6","11","11","1","1","11","11","2.082","4.196","4.81","2","6","6","6","2","2","4","3.173","15.957","18.218","6","90","","60","","","","","","","","5","","","12","","19.369","19.369","22.119","1","5","3.05","3.05","7.389","1","2","50","4","27.484","27.484","40.612","1","15.7","166.874","180.199","10","1","1","1","1","1","1","0","1","0","1","5","50","1","5.22","116.864","120.117","14","1","1","0","1","0","0","1","1","1","1","1","1","11","90","1","3","3","1","2","6.422","52.156","53.16","5","4","85","16","1.841","1.841","2.563","1","6","4","1","1","19.199","35.275","36.861","4","4","60","7","7","1","1","1","1","2.275","10.022","10.94","6","1","","","","","","","","","","","4","1","","","","","","","","","","","8","","","1","","8","1","1","6","1","6","36","","","1","","","","1","","","","","","","","","","1","5","85607","1","9","1","","1","","1","","","","","1","N/A","Chrome","92.0.4515.131","Windows NT 10.0","1600x900","A1VJAEPNA6YARO","5","-0.113","45.50%"
"501","8/16/21 17:34","8/16/21 17:53","0","172.58.155.69","100","1163","1","8/16/21 17:53","R_1I44OkrsnqZwQbP","","","","","35.22270203","-80.79380035","anonymous","EN","1","1.054","3.141","3.664","3","A1LFOS4GL90HWU","5","5","6","6","2.164","8.792","9.26","10","7.85","76.457","76.784","39","4","5","5","6","15","15","11","11","15","15","2.021","18.575","21.819","16","2","1","6","11","3","2","3.611","9.188","9.777","10","6","6","6","6","1","6","7.271","27.987","28.338","21","90","","80","","","","","","","","18","","","","60","0.875","54.82","55.317","29","5","1.337","15.229","15.77","19","4","73","4","0.928","7.927","8.85","8","0.395","179.043","180.018","84","1","1","1","1","1","0","0","0","0","1","5","54","1","0.732","118.301","120.088","70","1","0","1","1","0","0","0","1","1","0","1","1","7","77","1","2","3","1","1","1.663","55.925","57.299","31","3","54","16","2.62","2.62","3.044","1","6","4","1","2","1.739","37.43","37.873","17","4","91","6","6","1","2","2","1","2.368","23.459","24.065","26","2","","1","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","8","4","5","","6","40","","","1","","","","1","","","","","","","","","","1","6","28174","2","11","6","","2","","2","","","","","1","No","Chrome","87.0.4280.141","Android 9","360x740","A1LFOS4GL90HWU","6","0.843","80.04%"
"502","8/16/21 17:37","8/16/21 17:53","0","69.138.110.11","100","952","1","8/16/21 17:53","R_2WG7ib3jNGaVkpK","","","","","27.68930054","-80.3757019","anonymous","EN","1","6.521","20.374","20.87","3","AYYBMS4XQJ9AP","3","4","5","6","2.188","6.879","7.761","4","3.748","10.723","11.569","4","5","6","6","6","12","12","14","14","11","12","1.933","12.426","14.097","6","9","9","1","2","11","7","3.305","5.691","6.367","3","5","6","6","5","3","5","1.976","10.718","11.628","6","90","","90","","","","","","","","18","","","","4","1.672","1.672","60.015","1","5","1.234","1.234","6.126","1","4","70","4","11.181","11.181","12.806","1","20.088","172.184","180.127","9","1","1","1","1","0","0","1","0","","","6","51","1","8.161","68.641","69.706","13","0","0","1","1","0","0","0","1","1","1","1","1","9","71","1","2","3","1","2","8.182","49.176","53.089","6","4","75","15","1.617","3.257","4.162","2","6","1","1","1","5.144","19.533","20.572","4","4","89","5","7","2","2","2","1","2.6","13.748","14.784","6","1","","","","","","","","","","","4","1","","","","","","","","","","","4","","","","1","8","4","4","4","","4","34","","","1","","","","1","","","","","","","","","","1","3","32960","4","4","2","","1","","2","","","","","1","no","Chrome","92.0.4515.131","Windows NT 10.0","1366x768","AYYBMS4XQJ9AP","6","0.843","80.04%"
"503","8/16/21 17:26","8/16/21 17:53","0","172.101.4.226","100","1642","1","8/16/21 17:53","R_3EcFnI90XX1oSCg","","","","","44.32330322","-69.76869965","anonymous","EN","1","5.186","21.435","22.625","3","A3EEGNK5UKN9KE","5","6","6","6","2.762","10.523","11.904","5","2.899","13.18","51.741","5","5","6","6","5","14","14","12","12","14","14","2.622","10.47","14.53","6","10","11","2","6","11","6","2.165","12.262","13.32","5","6","7","7","6","2","5","2.809","10.945","12.432","7","90","","84","","","","25","","","","","","27.3","","","235.858","235.858","238.868","1","5","18.401","28.395","32.204","2","4","75","4","20.791","29.88","30.922","2","3.233","173.445","180.012","14","1","0","1","1","1","0","","","","","4","35","1","5.01","62.136","64.355","14","1","","1","1","1","0","1","1","1","1","0","1","8","60","1","1","3","1","2","61.339","117.139","118.23","7","4","65","16","2.003","2.003","2.933","1","6","1","1","1","1.192","22.81","24.228","5","3","60","6","6","2","3","2","2","4.001","17.739","19.221","6","1","","","","","","","","","","","4","1","","","","","","","","","","","5","","","","1","8","4","4","6","1","10","52","1","","","","","","1","","","","","","","","","","1","5","4364","2","3","2","","1","","1","","","","","1","no","Chrome","92.0.4515.131","Windows NT 10.0","1920x1080","A3EEGNK5UKN9KE","8","1.846","96.76%"
"504","8/16/21 17:20","8/16/21 17:53","0","172.254.226.179","100","1998","1","8/16/21 17:53","R_2zvg0CL6V3or8aa","","","","","40.72520447","-73.94400024","anonymous","EN","1","3.427","58.107","59.101","29","A2HYYV0L5HT1IF","3","5","6","6","5.906","17.489","20.401","11","10.316","34.574","35.371","6","5","6","6","6","14","14","12","12","14","14","4.993","50.892","52.075","14","3","2","10","10","1","1","12.309","16.74","17.994","3","5","6","4","5","4","3","10.595","32.319","34.103","15","90","","60","","","","","","","","17","","","23.5","","81.354","81.354","85.279","1","5","8.632","8.632","12.066","1","2","50","4","5.311","37.322","38.549","9","1.25","165.563","180.034","30","1","1","1","1","0","1","0","0","","","4","50","1","1.423","119.287","120.123","22","1","1","0","1","0","0","0","1","1","","","","5","50","1","1","3","1","2","1.548","102.825","103.455","31","2","50","17","3.354","3.354","5.124","1","6","1","1","1","8.564","65.774","67.485","12","3","50","4","2","2","5","6","4","12.378","154.848","155.613","13","2","","","","","1","","1","","","","","","","","","","","","","","","","1","","","1","","7","8","5","4","","0","50","1","","","","","","1","","","","","","","","","","1","6","11753","1","14","6","","3","","","1","","","","1","","Safari","14.1.2","Macintosh","768x1024","A2HYYV0L5HT1IF","5","-0.113","45.50%"
"505","8/16/21 17:32","8/16/21 17:53","0","99.125.117.165","100","1277","1","8/16/21 17:53","R_22rFzHcljf7oANA","","","","","35.94920349","-87.2963028","anonymous","EN","1","14.119","14.119","15.541","1","A2AAFWAAS9C1QC","2","3","5","6","4.546","15.514","27.774","4","5.68","22.768","24.944","4","4","3","6","5","11","12","12","15","11","12","1.938","23.042","24.737","6","9","11","5","4","9","7","4.802","10.627","11.704","2","1","3","3","7","7","1","3.017","18.768","19.998","6","90","","60","","","","","","","","10","","","12","","51.615","51.615","54.367","1","5","4.267","4.267","15.17","1","2","20","4","20.568","20.568","22.914","1","25.998","170.311","180.02","11","1","1","1","0","1","1","0","","","","4","30","1","12.267","115.171","120.034","10","1","1","","","0","0","0","1","1","1","1","1","7","50","1","3","3","1","2","9.002","81.37","90.611","5","4","50","15","1.781","3.989","5.003","2","6","6","1","1","2.488","22.344","25.213","4","3","35","4","7","1","2","1","1","9.394","36.738","38.125","6","1","","","","","","","","","","","4","1","","","","","","","","","","","8","","","","1","6","1","5","6","1","10","47","","","1","","","","1","","","","","","","","","","1","4","37098","3","3","3","","1","","2","","","","","1","No, I did not have any difficulty.","Firefox","91","Windows NT 10.0","1440x900","A2AAFWAAS9C1QC","5","-0.113","45.50%"
